alarm_id,device_id,start_timestamp,end_timestamp
27,68,3,18067
16,58,3,18071
16,2,10,18082
27,58,16,18086
27,2,24,18088
27,21,31,18115
4,21,38,17229
16,76,39,18109
27,76,50,18132
22,22,55,18122
25,29,58,2586
10,29,59,2586
27,29,68,2586
16,38,73,18145
16,86,80,25496
16,95,80,18151
18,86,81,25442
1,86,82,25483
28,17,82,18323
27,38,84,18151
20,86,89,128
27,86,90,25502
20,86,90,25454
27,95,93,18165
4,29,123,18327
16,23,183,18251
16,38,184,18257
27,23,194,18260
27,38,194,18266
28,24,204,18217
16,23,211,18281
16,27,221,18281
27,23,222,18289
27,27,229,18288
16,68,244,18304
27,68,255,18311
16,95,263,18334
27,95,275,18340
16,28,281,18352
18,28,282,18284
16,95,305,18374
16,23,308,18377
27,95,316,18382
27,95,317,18382
27,23,319,18386
29,29,348,2586
16,27,358,18418
16,0,361,18431
27,27,369,18425
27,0,372,18439
7,37,391,18470
16,30,393,18466
9,37,393,399
8,37,399,400
27,30,405,18472
16,38,414,18483
27,38,424,18491
20,9,425,19628
22,9,429,19640
22,9,430,19645
19,9,432,19629
16,27,441,18498
27,38,444,18521
27,27,449,18503
16,33,519,16789
27,33,524,16794
28,34,549,18474
16,35,553,18628
27,35,564,18630
16,27,591,18653
27,27,603,18710
16,39,662,17531
16,31,666,16636
27,39,674,17538
16,40,698,913
0,40,699,910
1,40,700,902
20,40,707,1875
4,40,709,923
27,40,710,918
16,38,728,18796
4,38,736,17668
27,38,738,18805
16,27,764,18824
27,27,769,18831
27,23,770,18836
4,27,770,18299
1,40,890,902
1,40,1031,2909
16,41,1034,17423
4,40,1038,1323
27,40,1038,1321
27,41,1046,17430
16,40,1050,2909
0,40,1101,3689
0,40,1120,3749
27,40,1334,1884
4,40,1341,1893
16,42,1518,17785
27,42,1529,17794
16,43,1950,18223
27,43,1954,18228
0,59,2028,6016
16,45,2566,18838
12,17,2576,18255
16,46,2592,18858
27,46,2604,18927
16,45,2610,18883
25,29,2616,18314
5,29,2616,18347
10,29,2616,18313
13,17,2637,18294
27,29,2718,18126
29,29,2778,18351
16,39,2989,20225
16,41,3257,24054
16,49,3576,3663
16,48,3576,3662
20,48,3584,3651
20,48,3585,3640
20,49,3585,3641
16,50,3599,3709
20,50,3608,3888
20,51,3608,3893
16,51,3820,3893
27,50,3831,3893
27,51,3831,3904
16,52,3837,4002
0,52,3838,3994
16,50,3841,5667
27,52,3841,4008
16,48,3842,3919
20,52,3846,4002
20,48,3851,3915
20,49,3852,3916
27,48,3853,3913
27,49,3854,3925
27,48,3854,3922
16,48,3863,5667
16,49,3863,5667
16,39,4015,20225
27,39,4027,20231
20,52,4365,4564
27,52,4368,4438
0,52,4376,6269
16,52,4377,6329
16,53,4476,11129
27,53,4487,11138
27,53,4489,11138
27,52,4501,4569
16,53,5107,7478
18,53,5108,7415
0,55,5835,37629
11,55,6003,6599
16,41,6042,24054
27,41,6053,24062
0,59,6101,6148
0,59,6229,6309
11,59,6372,6968
11,73,7237,10808
23,16,7648,17648
16,52,9970,10164
0,52,9971,10155
20,52,9979,10164
27,52,9982,10169
16,52,11823,13173
1,52,11824,13106
0,52,11824,13164
20,52,11832,13173
27,52,11834,13177
16,18,13150,17062
