alarm_id,device_id,start_timestamp,end_timestamp
0,7,14,85
6,30,17,100
25,3,18,54
13,3,19,64
26,31,19,62
28,6,21,141
13,21,23,77
10,33,25,66
16,28,29,66
6,28,29,62
8,6,31,139
16,30,35,55
20,3,36,87
3,9,38,142
17,14,46,127
13,27,51,95
13,3,62,103
17,33,62,103
27,14,64,123
28,27,66,102
6,10,69,80
17,33,74,123
6,32,77,117
8,32,78,128
0,16,79,155
17,23,80,114
8,33,89,124
7,9,89,181
0,18,90,161
13,27,91,136
7,5,91,199
0,16,91,163
7,6,94,210
13,23,97,145
13,31,98,132
25,33,101,153
13,38,102,153
0,18,106,148
13,27,116,153
13,31,116,147
13,5,117,180
20,0,117,164
13,33,120,149
23,7,120,212
13,34,124,141
3,30,129,262
20,17,130,145
13,27,135,171
20,27,142,178
13,5,147,212
23,7,158,232
13,38,161,201
13,3,171,210
13,6,173,295
13,6,173,262
0,16,177,211
13,23,181,224
0,18,185,216
13,21,189,264
13,23,190,242
11,13,205,316
16,30,209,328
13,33,212,263
27,13,216,314
28,5,218,323
7,23,228,251
28,16,232,319
28,14,233,333
7,6,235,401
8,38,235,288
6,32,236,277
20,30,243,359
23,15,246,292
6,32,247,286
6,28,248,280
7,6,249,350
6,14,253,345
23,30,254,313
12,21,259,322
8,6,259,398
17,23,259,312
27,30,262,324
0,13,263,379
13,31,264,306
13,34,264,312
13,6,270,376
8,23,273,310
17,32,273,311
13,6,274,390
0,16,275,433
13,23,276,325
28,18,277,325
17,32,277,321
8,6,277,417
0,13,283,422
8,5,287,341
6,32,297,337
8,34,298,493
13,23,300,345
8,32,300,346
8,35,302,407
7,23,305,353
19,0,309,431
17,23,310,355
26,35,310,434
8,6,312,441
0,18,314,427
26,7,315,390
8,34,317,375
13,26,322,363
17,14,322,385
13,26,322,368
0,18,324,382
13,5,324,397
10,27,328,361
17,32,329,372
25,21,333,433
20,25,344,418
13,31,347,378
28,27,347,385
13,23,352,404
17,35,357,451
28,33,358,401
0,2,361,426
6,30,364,381
20,33,364,403
6,10,367,420
28,33,370,404
17,21,370,470
8,38,371,411
17,3,371,419
8,27,374,428
8,32,377,414
6,32,378,417
26,6,383,466
7,30,384,405
26,38,388,420
20,30,390,441
13,31,392,419
10,36,395,398
17,33,397,440
13,31,397,429
8,33,397,438
17,6,399,469
17,5,406,494
26,33,412,451
17,5,415,463
6,30,420,444
17,23,426,462
3,5,429,484
17,35,429,511
6,10,433,433
13,31,441,476
10,23,453,496
13,23,463,511
7,5,463,542
7,23,466,504
7,5,479,574
28,5,479,558
13,38,480,516
22,24,484,561
13,5,486,548
6,9,487,536
13,38,487,527
8,5,488,512
17,3,492,532
0,13,494,610
15,20,495,527
13,38,497,545
10,25,499,645
13,34,502,574
13,27,505,539
20,33,510,551
13,3,516,559
7,23,516,550
19,12,517,656
28,24,518,544
0,13,520,627
23,13,525,576
8,38,526,574
13,34,527,531
8,23,528,564
13,38,529,577
26,26,529,571
13,34,531,537
26,10,532,542
17,27,532,580
13,6,533,625
13,20,536,556
17,27,536,573
8,6,537,695
17,33,538,578
6,32,538,577
10,23,540,581
10,36,542,546
17,14,547,607
17,33,547,592
13,5,550,618
17,23,550,596
10,36,551,631
13,23,553,604
28,32,554,597
28,13,554,615
1,4,561,599
7,27,561,610
10,3,564,607
7,23,567,610
19,22,570,629
26,3,573,604
8,14,574,663
0,16,580,661
6,30,590,591
0,16,592,642
26,7,593,688
26,34,594,609
26,10,595,611
0,13,602,690
6,32,605,645
17,27,607,654
17,35,609,699
27,36,613,638
17,33,621,665
28,35,621,708
26,16,622,627
17,27,624,674
17,33,625,672
17,6,625,698
26,4,629,673
28,6,642,735
8,31,647,684
0,7,654,712
8,26,659,692
8,34,685,744
0,18,692,744
8,35,700,818
7,5,706,795
10,25,706,733
0,16,711,753
13,38,725,758
0,13,740,848
13,5,755,829
13,38,769,805
13,23,775,828
26,6,803,892
6,32,826,867
17,6,863,950
10,17,875,892
23,28,904,943
13,38,907,952
30,25,914,964
28,23,919,968
22,2,923,978
27,29,928,1037
6,1,934,938
19,2,934,946
10,2,937,972
10,33,942,988
10,32,943,972
8,23,953,993
28,32,953,994
7,23,957,981
28,2,958,1065
8,26,961,1011
27,24,963,964
6,32,968,1009
6,32,968,1009
6,28,969,999
8,32,969,1018
28,23,972,1020
26,26,973,1017
6,32,975,1014
8,23,976,1014
6,10,977,985
6,32,977,1016
28,13,978,1046
17,32,979,1025
13,27,979,1020
13,23,981,1031
7,27,984,1018
17,32,985,1015
17,35,986,1101
7,23,986,1016
7,30,987,1060
28,2,987,990
13,34,990,991
6,30,992,1010
13,34,992,1001
3,23,993,1037
13,33,993,1032
17,23,995,1054
17,14,999,1061
13,23,1000,1051
6,28,1002,1036
17,23,1003,1041
13,34,1003,1083
8,38,1006,1054
17,23,1009,1062
13,34,1011,1076
17,27,1015,1068
13,27,1016,1050
7,28,1033,1075
6,28,1042,1089
15,38,1042,1081
7,30,1046,1090
7,33,1052,1072
13,21,1055,1125
7,1,1055,1084
13,27,1056,1093
7,5,1077,1135
24,29,1079,1199
13,5,1081,1130
13,38,1090,1134
13,23,1092,1134
13,34,1103,1133
26,26,1103,1142
13,34,1111,1115
20,11,1121,1170
3,30,1247,1408
13,33,1269,1299
13,31,1269,1308
13,23,1280,1335
14,25,1283,1311
8,31,1293,1325
1,6,1293,1341
3,6,1295,1368
1,34,1297,1426
26,34,1298,1310
15,34,1298,1310
8,6,1307,1441
10,18,1310,1439
13,5,1310,1368
19,18,1310,1385
26,26,1311,1358
17,35,1312,1421
26,16,1319,1383
17,6,1320,1389
26,5,1322,1335
17,32,1323,1368
17,6,1336,1405
8,31,1336,1374
19,25,1337,1383
17,32,1340,1375
26,31,1340,1367
6,32,1340,1380
13,27,1341,1381
13,31,1343,1379
28,6,1344,1411
26,35,1348,1444
28,35,1348,1433
26,6,1349,1451
8,35,1349,1448
0,16,1350,1363
6,28,1350,1401
26,5,1351,1422
8,6,1355,1459
7,6,1356,1442
13,23,1356,1396
13,31,1359,1394
17,21,1361,1441
0,18,1361,1442
8,32,1365,1411
26,34,1367,1379
7,35,1368,1437
6,32,1369,1409
0,18,1373,1471
8,5,1373,1549
13,5,1373,1445
8,35,1375,1478
17,6,1376,1444
17,32,1376,1417
26,4,1377,1418
17,32,1377,1416
26,26,1379,1421
7,35,1380,1412
0,16,1383,1468
17,23,1384,1442
17,27,1384,1418
26,19,1385,1515
19,18,1388,1497
13,34,1388,1443
19,17,1391,1436
0,16,1394,1436
8,26,1396,1448
26,6,1397,1458
26,33,1401,1448
16,10,1406,1427
8,34,1409,1465
28,35,1412,1501
29,23,1414,1445
1,20,1415,1445
13,34,1415,1426
7,35,1417,1488
27,30,1418,1566
13,31,1419,1460
8,23,1429,1469
